vehiculo,year,partida,coste_partida_eur,coste_total_eur,pct_partida
portavehículos (tren de carretera),2020,financiación del vehículo,2573.75,152012.09,0.016931219089218495
portavehículos (tren de carretera),2020,mantenimiento,6290.91,152012.09,0.04138427410609248
portavehículos (tren de carretera),2020,nan,9277.73,152012.09,0.061032842848223454
portavehículos (tren de carretera),2020,neumáticos,5189.28,152012.09,0.0341372847383389
portavehículos (tren de carretera),2020,peajes,1953.06,152012.09,0.01284805701967521
portavehículos (tren de carretera),2020,personal de conducción - salarios,30464.97,152012.09,0.20041149358580623
portavehículos (tren de carretera),2020,reparaciones,5149.88,152012.09,0.03387809482785218
portavehículos (tren de carretera),2020,seguros,11947.12,152012.09,0.07859322242066405
portavehículos (tren de carretera),2021,amortización del vehículo,18525.39,159895.78,0.1158591552572557
portavehículos (tren de carretera),2021,combustible,45749.38,159895.78,0.2861199964126633
portavehículos (tren de carretera),2021,consumo de disolución de urea,2096.65,159895.78,0.013112603722249582
portavehículos (tren de carretera),2021,costes fiscales,837.12,159895.78,0.00523541021532901
portavehículos (tren de carretera),2021,dietas,18230.35,159895.78,0.11401395333885608
portavehículos (tren de carretera),2021,financiación del vehículo,2664.03,159895.78,0.016661040084985358
portavehículos (tren de carretera),2021,mantenimiento,6429.32,159895.78,0.04020944142490815
portavehículos (tren de carretera),2021,nan,9758.9,159895.78,0.06103288029240046
portavehículos (tren de carretera),2021,neumáticos,5289.43,159895.78,0.033080485301113016
portavehículos (tren de carretera),2021,peajes,1967.52,159895.78,0.012305015179262392
portavehículos (tren de carretera),2021,personal de conducción - salarios,31034.57,159895.78,0.19409248949534502
portavehículos (tren de carretera),2021,reparaciones,5263.16,159895.78,0.03291619078377178
portavehículos (tren de carretera),2021,seguros,12049.96,159895.78,0.07536133849186014
portavehículos (tren de carretera),2022,amortización del vehículo,19134.26,187564.40999999997,0.10201434269966249
portavehículos (tren de carretera),2022,combustible,68519.01,187564.40999999997,0.36530922897366297
portavehículos (tren de carretera),2022,consumo de disolución de urea,2177.21,187564.40999999997,0.01160779915550077
portavehículos (tren de carretera),2022,costes fiscales,886.47,187564.40999999997,0.004726216450125054
portavehículos (tren de carretera),2022,dietas,18491.75,187564.40999999997,0.09858879944228227
portavehículos (tren de carretera),2022,financiación del vehículo,3270.32,187564.40999999997,0.01743571714911161
portavehículos (tren de carretera),2022,mantenimiento,6676.35,187564.40999999997,0.03559497241507598
portavehículos (tren de carretera),2022,nan,11447.59,187564.40999999997,0.061032847329618674
portavehículos (tren de carretera),2022,neumáticos,5765.87,187564.40999999997,0.030740746605392787
portavehículos (tren de carretera),2022,peajes,2083.49,187564.40999999997,0.011108130801573711
portavehículos (tren de carretera),2022,personal de conducción - salarios,31481.03,187564.40999999997,0.16784116986799363
portavehículos (tren de carretera),2022,reparaciones,5465.38,187564.40999999997,0.029138683612738688
portavehículos (tren de carretera),2022,seguros,12165.68,187564.40999999997,0.06486134549726146
portavehículos (tren de carretera),2023,amortización del vehículo,19822.33,185792.3,0.1066908047319507
portavehículos (tren de carretera),2023,combustible,60108.89,185792.3,0.323527347473496
portavehículos (tren de carretera),2023,consumo de disolución de urea,2314.85,185792.3,0.012459343040588874
portavehículos (tren de carretera),2023,costes fiscales,942.3,185792.3,0.005071792533920943
portavehículos (tren de carretera),2023,dietas,19158.06,185792.3,0.10311546818678709
portavehículos (tren de carretera),2023,financiación del vehículo,5462.34,185792.3,0.029400249633596227
portavehículos (tren de carretera),2023,mantenimiento,7098.41,185792.3,0.03820615816694233
portavehículos (tren de carretera),2023,nan,11339.44,185792.3,0.06103288457056617
portavehículos (tren de carretera),2023,neumáticos,6343.69,185792.3,0.03414398766794964
portavehículos (tren de carretera),2023,peajes,2214.72,185792.3,0.011920407896344467
portavehículos (tren de carretera),2023,personal de conducción - salarios,32615.33,185792.3,0.1755472643376502
portavehículos (tren de carretera),2023,reparaciones,5810.88,185792.3,0.0312762154298106
portavehículos (tren de carretera),2023,seguros,12561.06,185792.3,0.06760807633039691
portavehículos (tren de carretera),2024,amortización del vehículo,20281.88,187026.16,0.10844408076388887
portavehículos (tren de carretera),2024,combustible,55934.3,187026.16,0.29907206564044303
portavehículos (tren de carretera),2024,consumo de disolución de urea,2414.27,187026.16,0.012908728917922498
portavehículos (tren de carretera),2024,costes fiscales,971.17,187026.16,0.0051926960378163136
portavehículos (tren de carretera),2024,dietas,20177.63,187026.16,0.1078866721104684
portavehículos (tren de carretera),2024,financiación del vehículo,5611.99,187026.16,0.03000644401831273
portavehículos (tren de carretera),2024,mantenimiento,7403.29,187026.16,0.03958424853507124
portavehículos (tren de carretera),2024,nan,11414.74,187026.16,0.061032852302586975
portavehículos (tren de carretera),2024,neumáticos,6518.43,187026.16,0.0348530387406767
portavehículos (tren de carretera),2024,peajes,2282.59,187026.16,0.012204656289793898
portavehículos (tren de carretera),2024,personal de conducción - salarios,34351.12,187026.16,0.18367013470201174
portavehículos (tren de carretera),2024,reparaciones,6060.47,187026.16,0.032404397331367976
portavehículos (tren de carretera),2024,seguros,13604.28,187026.16,0.07273998460963964
portavehículos industriales (tren de carretera),2017,amortización del vehículo,17968.78,153235.46,0.11726254484438524
portavehículos industriales (tren de carretera),2017,combustible,45844.84,153235.46,0.2991790542476265
portavehículos industriales (tren de carretera),2017,consumo de disolución de urea,2153.73,153235.46,0.01405503660836728
portavehículos industriales (tren de carretera),2017,costes fiscales,803.5,153235.46,0.0052435643812470045
portavehículos industriales (tren de carretera),2017,dietas,16661.79,153235.46,0.1087332527340604
portavehículos industriales (tren de carretera),2017,financiación del vehículo,2919.28,153235.46,0.01905094290838426
portavehículos industriales (tren de carretera),2017,mantenimiento,5742.93,153235.46,0.03747781355568744
portavehículos industriales (tren de carretera),2017,nan,9352.4,153235.46,0.061032870590136255
portavehículos industriales (tren de carretera),2017,neumáticos,7030.36,153235.46,0.04587945897118069
portavehículos industriales (tren de carretera),2017,peajes,1888.49,153235.46,0.012324105660661052
portavehículos industriales (tren de carretera),2017,personal de conducción - salarios,29034.38,153235.46,0.18947559527018096
portavehículos industriales (tren de carretera),2017,reparaciones,4701.24,153235.46,0.030679843947347435
portavehículos industriales (tren de carretera),2017,seguros,9133.74,153235.46,0.05960591628073554
portavehículos industriales (tren de carretera),2018,amortización del vehículo,18169.06,159726.08,0.11375136734088762
portavehículos industriales (tren de carretera),2018,combustible,50668.7,159726.08,0.31722245985126535
portavehículos industriales (tren de carretera),2018,consumo de disolución de urea,2193.55,159726.08,0.013733198736236438
portavehículos industriales (tren de carretera),2018,costes fiscales,817.77,159726.08,0.005119827644928117
portavehículos industriales (tren de carretera),2018,dietas,16982.29,159726.08,0.1063213346248778
portavehículos industriales (tren de carretera),2018,financiación del vehículo,2654.96,159726.08,0.016621956790024525
portavehículos industriales (tren de carretera),2018,mantenimiento,5849.07,159726.08,0.03661937987835174
portavehículos industriales (tren de carretera),2018,nan,9748.54,159726.08,0.061032863261904394
portavehículos industriales (tren de carretera),2018,neumáticos,7056.72,159726.08,0.04418013639350569
portavehículos industriales (tren de carretera),2018,peajes,1922.05,159726.08,0.012033413704261697
portavehículos industriales (tren de carretera),2018,personal de conducción - salarios,29592.97,159726.08,0.18527325030452135
portavehículos industriales (tren de carretera),2018,reparaciones,4788.12,159726.08,0.02997707074511564
portavehículos industriales (tren de carretera),2018,seguros,9282.28,159726.08,0.0581137407241197
portavehículos industriales (tren de carretera),2019,amortización del vehículo,18331.84,160530.83,0.11419513622398889
portavehículos industriales (tren de carretera),2019,combustible,49982.02,160530.83,0.3113546475776647
portavehículos industriales (tren de carretera),2019,consumo de disolución de urea,2229.18,160530.83,0.013886304580870852
portavehículos industriales (tren de carretera),2019,costes fiscales,832.01,160530.83,0.005182867365726571
portavehículos industriales (tren de carretera),2019,dietas,17244.8,160530.83,0.10742360205824639
portavehículos industriales (tren de carretera),2019,financiación del vehículo,2787.81,160530.83,0.017366196885669875
portavehículos industriales (tren de carretera),2019,mantenimiento,5944.11,160530.83,0.03702784069577165
portavehículos industriales (tren de carretera),2019,nan,9797.66,160530.83,0.06103288695386425
portavehículos industriales (tren de carretera),2019,neumáticos,7019.8,160530.83,0.043728671931740466
portavehículos industriales (tren de carretera),2019,peajes,1955.51,160530.83,0.01218152301336759
portavehículos industriales (tren de carretera),2019,personal de conducción - salarios,30051.09,160530.83,0.18719824721519226
portavehículos industriales (tren de carretera),2019,reparaciones,4865.91,160530.83,0.030311373833923367
portavehículos industriales (tren de carretera),2019,seguros,9489.09,160530.83,0.05911070166397321
portavehículos industriales (tren de carretera),2020,amortización del vehículo,18492.0,155689.86,0.11877459456897194
portavehículos industriales (tren de carretera),2020,combustible,44467.72,155689.86,0.28561731637500354
portavehículos industriales (tren de carretera),2020,consumo de disolución de urea,2264.88,155689.86,0.014547382854605948
portavehículos industriales (tren de carretera),2020,costes fiscales,830.97,155689.86,0.005337341815324389
portavehículos industriales (tren de carretera),2020,dietas,17483.3,155689.86,0.11229568836403347
portavehículos industriales (tren de carretera),2020,financiación del vehículo,2624.02,155689.86,0.016854148369071693
portavehículos industriales (tren de carretera),2020,mantenimiento,6039.27,155689.86,0.03879038750500515
portavehículos industriales (tren de carretera),2020,nan,9502.2,155689.86,0.06103287651488672
portavehículos industriales (tren de carretera),2020,neumáticos,7116.72,155689.86,0.04571087673917878
portavehículos industriales (tren de carretera),2020,peajes,1953.06,155689.86,0.012544554924771596
portavehículos industriales (tren de carretera),2020,personal de conducción - salarios,30464.97,155689.86,0.19567729073685342
portavehículos industriales (tren de carretera),2020,reparaciones,4943.88,155689.86,0.031754669186548186
portavehículos industriales (tren de carretera),2020,seguros,9506.87,155689.86,0.061062872045745314
portavehículos industriales (tren de carretera),2021,amortización del vehículo,18677.85,164209.85,0.11374378577168177
portavehículos industriales (tren de carretera),2021,combustible,50762.12,164209.85,0.3091295680496633
portavehículos industriales (tren de carretera),2021,consumo de disolución de urea,2314.71,164209.85,0.014096048440455916
portavehículos industriales (tren de carretera),2021,costes fiscales,837.12,164209.85,0.005097867149869512
portavehículos industriales (tren de carretera),2021,dietas,17810.15,164209.85,0.10845969349585302
portavehículos industriales (tren de carretera),2021,financiación del vehículo,2716.06,164209.85,0.01654017709656272
portavehículos industriales (tren de carretera),2021,mantenimiento,6172.14,164209.85,0.03758690480504062
portavehículos industriales (tren de carretera),2021,nan,10022.2,164209.85,0.06103287957452005
portavehículos industriales (tren de carretera),2021,neumáticos,7254.08,164209.85,0.044175669120944935
portavehículos industriales (tren de carretera),2021,peajes,1967.52,164209.85,0.0119817416555706
portavehículos industriales (tren de carretera),2021,personal de conducción - salarios,31034.57,164209.85,0.1889933521040303
portavehículos industriales (tren de carretera),2021,reparaciones,5052.63,164209.85,0.03076934788016675
portavehículos industriales (tren de carretera),2021,seguros,9588.7,164209.85,0.058392964855640515
portavehículos industriales (tren de carretera),2022,amortización del vehículo,19279.62,194552.15,0.09909743994091044
portavehículos industriales (tren de carretera),2022,combustible,75899.79,194552.15,0.39012568095495215
portavehículos industriales (tren de carretera),2022,consumo de disolución de urea,2403.66,194552.15,0.012354836479576298
portavehículos industriales (tren de carretera),2022,costes fiscales,886.47,194552.15,0.004556464680549662
portavehículos industriales (tren de carretera),2022,dietas,18065.51,194552.15,0.09285690237810273
portavehículos industriales (tren de carretera),2022,financiación del vehículo,3334.2,194552.15,0.01713782140161391
portavehículos industriales (tren de carretera),2022,mantenimiento,6409.29,194552.15,0.03294381480749506
portavehículos industriales (tren de carretera),2022,nan,11874.07,194552.15,0.06103283875300273
portavehículos industriales (tren de carretera),2022,neumáticos,7907.48,194552.15,0.040644526416181985
portavehículos industriales (tren de carretera),2022,peajes,2083.49,194552.15,0.01070915947215181
portavehículos industriales (tren de carretera),2022,personal de conducción - salarios,31481.03,194552.15,0.16181280957316585
portavehículos industriales (tren de carretera),2022,reparaciones,5246.76,194552.15,0.026968398961409578
portavehículos industriales (tren de carretera),2022,seguros,9680.78,194552.15,0.04975930618088775
portavehículos industriales (tren de carretera),2023,amortización del vehículo,19958.07,191992.6,0.10395228774442347
portavehículos industriales (tren de carretera),2023,combustible,66615.01,191992.6,0.34696654975243835
portavehículos industriales (tren de carretera),2023,consumo de disolución de urea,2555.6,191992.6,0.013310929692081882
portavehículos industriales (tren de carretera),2023,costes fiscales,942.3,191992.6,0.004908001662564078
portavehículos industriales (tren de carretera),2023,dietas,18716.46,191992.6,0.09748531974669856
portavehículos industriales (tren de carretera),2023,financiación del vehículo,5569.02,191992.6,0.029006430456173835
portavehículos industriales (tren de carretera),2023,mantenimiento,6814.47,191992.6,0.03549339922476179
portavehículos industriales (tren de carretera),2023,nan,11717.86,191992.6,0.06103287314198568
portavehículos industriales (tren de carretera),2023,neumáticos,8699.92,191992.6,0.04531382980385702
portavehículos industriales (tren de carretera),2023,peajes,2214.72,191992.6,0.01153544459526044
portavehículos industriales (tren de carretera),2023,personal de conducción - salarios,32615.33,191992.6,0.1698780578001444
portavehículos industriales (tren de carretera),2023,reparaciones,5578.44,191992.6,0.029055494847197234
portavehículos industriales (tren de carretera),2023,seguros,9995.4,191992.6,0.05206138153241323
portavehículos industriales (tren de carretera),2024,amortización del vehículo,20419.66,192573.92,0.10603543823587326
portavehículos industriales (tren de carretera),2024,combustible,62006.27,192573.92,0.32198685055588
portavehículos industriales (tren de carretera),2024,consumo de disolución de urea,2665.36,192573.92,0.01384071114094785
portavehículos industriales (tren de carretera),2024,costes fiscales,971.17,192573.92,0.00504310240971363
portavehículos industriales (tren de carretera),2024,dietas,19712.52,192573.92,0.10236339375549919
portavehículos industriales (tren de carretera),2024,financiación del vehículo,5721.59,192573.92,0.029711136378176232
portavehículos industriales (tren de carretera),2024,mantenimiento,7107.15,192573.92,0.03690608780254356
portavehículos industriales (tren de carretera),2024,nan,11753.34,192573.92,0.061032875064287
portavehículos industriales (tren de carretera),2024,neumáticos,8939.56,192573.92,0.04642144689166632
portavehículos industriales (tren de carretera),2024,peajes,2282.59,192573.92,0.01185305881502542
portavehículos industriales (tren de carretera),2024,personal de conducción - salarios,34351.12,192573.92,0.17837887913378925
portavehículos industriales (tren de carretera),2024,reparaciones,5818.05,192573.92,0.030212034942218552
portavehículos industriales (tren de carretera),2024,seguros,10825.54,192573.92,0.05621498487437967
tren de carretera,2017,amortización del vehículo,12404.21,122494.52,0.10126338712948138
tren de carretera,2017,combustible,38209.54,122494.52,0.3119285662738219
tren de carretera,2017,consumo de disolución de urea,1802.58,122494.52,0.0147155970732405
tren de carretera,2017,costes fiscales,803.5,122494.52,0.006559477109669885
tren de carretera,2017,dietas,13804.41,122494.52,0.11269410256066965
tren de carretera,2017,financiación del vehículo,1887.9,122494.52,0.01541211802781055
tren de carretera,2017,mantenimiento,1970.55,122494.52,0.016086842088935897
tren de carretera,2017,nan,7476.19,122494.52,0.06103285273496316
tren de carretera,2017,neumáticos,4375.27,122494.52,0.03571808763363455
tren de carretera,2017,peajes,1888.49,122494.52,0.015416934569807694
tren de carretera,2017,personal de conducción - salarios,29034.38,122494.52,0.23702595022209974
tren de carretera,2017,reparaciones,3181.17,122494.52,0.02596989644924524
tren de carretera,2017,seguros,5656.33,122494.52,0.04617618812661987
tren de carretera,2018,amortización del vehículo,12542.17,127939.67,0.09803190832053889
tren de carretera,2018,combustible,42246.47,127939.67,0.33020618233578375
tren de carretera,2018,consumo de disolución de urea,1835.89,127939.67,0.014349654020523893
tren de carretera,2018,costes fiscales,817.77,127939.67,0.00639184077932982
tren de carretera,2018,dietas,14069.92,127939.67,0.10997308340720278
tren de carretera,2018,financiación del vehículo,1716.96,127939.67,0.01342007525890914
tren de carretera,2018,mantenimiento,2007.0,127939.67,0.015687081262598223
tren de carretera,2018,nan,7808.53,127939.67,0.06103290715069063
tren de carretera,2018,neumáticos,4391.69,127939.67,0.034326257055376175
tren de carretera,2018,peajes,1922.05,127939.67,0.0150230964328734
tren de carretera,2018,personal de conducción - salarios,29592.97,127939.67,0.2313040982519339
tren de carretera,2018,reparaciones,3239.94,127939.67,0.025323967147953406
tren de carretera,2018,seguros,5748.31,127939.67,0.044929848576286
tren de carretera,2019,amortización del vehículo,12653.97,128487.26999999999,0.09848423116157733
tren de carretera,2019,combustible,41619.52,128487.26999999999,0.32391940462273033
tren de carretera,2019,consumo de disolución de urea,1865.72,128487.26999999999,0.014520660295763153
tren de carretera,2019,costes fiscales,832.01,128487.26999999999,0.00647542748787487
tren de carretera,2019,dietas,14287.34,128487.26999999999,0.1111965411048114
tren de carretera,2019,financiación del vehículo,1802.89,128487.26999999999,0.014031662436286492
tren de carretera,2019,mantenimiento,2039.61,128487.26999999999,0.015874023940270505
tren de carretera,2019,nan,7841.94,128487.26999999999,0.06103281671406047
tren de carretera,2019,neumáticos,4368.72,128487.26999999999,0.034001189378527544
tren de carretera,2019,peajes,1955.51,128487.26999999999,0.01521948438938737
tren de carretera,2019,personal de conducción - salarios,30051.09,128487.26999999999,0.23388379253446667
tren de carretera,2019,reparaciones,3292.56,128487.26999999999,0.025625573646323098
tren de carretera,2019,seguros,5876.39,128487.26999999999,0.04573519228792083
